DATE,NAEXKP06ZAQ661S
1960-01-01,21.9249609706701
1960-04-01,21.9900620878727
1960-07-01,23.6006535898497
1960-10-01,21.7622302159566
1961-01-01,23.3175937559465
1961-04-01,23.4635643889158
1961-07-01,23.6351765756648
1961-10-01,25.1777138291916
1962-01-01,25.4745806535915
1962-04-01,26.4894660795549
1962-07-01,25.5396707516476
1962-10-01,26.1856902503334
1963-01-01,27.1246206998449
1963-04-01,28.1020300087456
1963-07-01,27.9087211226446
1963-10-01,28.460042076774
1964-01-01,27.877151268077
1964-04-01,29.3822124045413
1964-07-01,29.8329505899122
1964-10-01,30.0104800583026
1965-01-01,29.4699909251296
1965-04-01,29.6297685485956
1965-07-01,29.6199064125265
1965-10-01,31.9692214922388
1966-01-01,30.2077337988312
1966-04-01,30.1120655693877
1966-07-01,31.1535732531644
1966-10-01,30.8685409920474
1967-01-01,30.6653589507309
1967-04-01,31.9731663466664
1967-07-01,32.5531040241159
1967-10-01,33.0403266033693
1968-01-01,32.7691013327491
1968-04-01,33.8037000117042
1968-07-01,33.2218009261874
1968-10-01,33.75931488982
1969-01-01,34.5443960166534
1969-04-01,29.64752039352
1969-07-01,33.8214518566286
1969-10-01,36.5623212861507
1970-01-01,33.0817475748596
1970-04-01,35.2900285992104
1970-07-01,35.4567042083516
1970-10-01,34.4319566463191
1971-01-01,33.4703377742754
1971-04-01,35.9143403793976
1971-07-01,35.7792125865311
1971-10-01,37.3572645490532
1972-01-01,35.2988990120994
1972-04-01,36.7546494682181
1972-07-01,37.1274602499233
1972-10-01,37.6166552563905
1973-01-01,36.5021567465559
1973-04-01,33.3519811222996
1973-07-01,35.2702933079257
1973-10-01,34.0670355734691
1974-01-01,31.887360253292
1974-04-01,33.612363552817
1974-07-01,33.8944426826865
1974-10-01,32.9880517726298
1975-01-01,31.0085943433752
1975-04-01,32.5008291933764
1975-07-01,34.228785624149
1975-10-01,33.1093615558531
1976-01-01,33.317469155631
1976-04-01,33.7711494531029
1976-07-01,35.6815719298737
1976-10-01,33.7031062237993
1977-01-01,34.7160082034024
1977-04-01,35.3008714393132
1977-07-01,34.9033998078619
1977-10-01,37.8336332690574
1978-01-01,34.8807224044762
1978-04-01,37.3326036993072
1978-07-01,36.5810648542553
1978-10-01,38.6660526490225
1979-01-01,37.7665707437874
1979-04-01,35.5000976070557
1979-07-01,37.1876247895181
1979-10-01,39.7203866192623
1980-01-01,40.8323286871214
1980-04-01,35.8287216115127
1980-07-01,38.0104354737824
1980-10-01,35.4986540988712
1981-01-01,33.9572958940141
1981-04-01,32.1429934316912
1981-07-01,36.8791107273249
1981-10-01,39.1520521030204
1982-01-01,33.6134213908758
1982-04-01,35.0156187952673
1982-07-01,33.6531564329599
1982-10-01,36.0899855737458
1983-01-01,34.20676936955
1983-04-01,34.165205149156
1983-07-01,33.411418398229
1983-10-01,34.7504430360459
1984-01-01,35.9334585984813
1984-04-01,34.7470711772335
1984-07-01,33.7721301571366
1984-10-01,35.7216155080582
1985-01-01,37.0011367550671
1985-04-01,40.0954783642819
1985-07-01,36.7885443626857
1985-10-01,40.4146259027954
1986-01-01,34.3750317357794
1986-04-01,39.1886246500745
1986-07-01,39.7833059454686
1986-10-01,35.258315495739
1987-01-01,39.8050026448206
1987-04-01,37.3898702033868
1987-07-01,38.5911334723366
1987-10-01,39.7280339068958
1988-01-01,41.5243421030725
1988-04-01,39.3201271437602
1988-07-01,45.5519282822327
1988-10-01,41.8230601440753
1989-01-01,39.5841348734584
1989-04-01,45.1951173011669
1989-07-01,45.2022797463568
1989-10-01,41.9071362314578
1990-01-01,42.9532388993025
1990-04-01,41.9590804878039
1990-07-01,42.147695217519
1990-10-01,44.0828116014751
1991-01-01,40.1172191402197
1991-04-01,43.8316081199471
1991-07-01,40.443870717463
1991-10-01,44.1053126985177
1992-01-01,45.5012181702885
1992-04-01,42.3565411001087
1992-07-01,46.1433699485717
1992-10-01,43.7487000620879
1993-01-01,48.329204971163
1993-04-01,46.9406823287151
1993-07-01,46.8547329841724
1993-10-01,54.0739267743643
1994-01-01,52.7172494678782
1994-04-01,45.6071452187597
1994-07-01,48.6439117909
1994-10-01,54.1073147873741
1995-01-01,57.0562587613554
1995-04-01,49.5434047154038
1995-07-01,58.6680293157798
1995-10-01,57.8003817190756
1996-01-01,56.6829300832001
1996-04-01,56.613619650428
1996-07-01,64.4814004067791
1996-10-01,61.3595660221698
1997-01-01,58.6881943476832
1997-04-01,60.3127471090149
1997-07-01,66.3100277534019
1997-10-01,66.4906315655941
1998-01-01,67.1331579967056
1998-04-01,65.1019987336775
1998-07-01,64.7142349657738
1998-10-01,63.026211919618
1999-01-01,67.9177212240257
1999-04-01,61.3834775694678
1999-07-01,66.4108529455677
1999-10-01,67.5419683285864
2000-01-01,71.8242290172615
2000-04-01,69.3131859254328
2000-07-01,69.4488316181877
2000-10-01,74.5535614051922
2001-01-01,73.6805144265768
2001-04-01,76.516291767522
2001-07-01,70.1543875680864
2001-10-01,71.611669687801
2002-01-01,72.4889039315235
2002-04-01,74.5977481820245
2002-07-01,71.8339258700728
2002-10-01,75.9306241306813
2003-01-01,72.8592574450515
2003-04-01,72.8234452229199
2003-07-01,75.5490310954561
2003-10-01,73.9416682014006
2004-01-01,71.2512334060217
2004-04-01,74.6154890048062
2004-07-01,76.6496234406238
2004-10-01,81.0214697916052
2005-01-01,78.2046453820837
2005-04-01,83.5664518193005
2005-07-01,84.8970138136017
2005-10-01,82.8744494678873
2006-01-01,83.6153768412319
2006-04-01,87.4541169032301
