DATE,NAEXKP03ZAQ661S
2006-07-01,76.0991230443811
2006-10-01,76.5133582021654
2007-01-01,77.878843614024
2007-04-01,79.5499427139906
2007-07-01,81.5677366954165
2007-10-01,83.3024939003303
2008-01-01,85.6899644213846
2008-04-01,86.5094821645391
2008-07-01,87.3014148500173
2008-10-01,87.5223838884674
2009-01-01,87.6130103993721
2009-04-01,87.970936980365
2009-07-01,88.7552688421331
2009-10-01,88.8115547211847
2010-01-01,87.9964498714157
2010-04-01,88.0556802728511
2010-07-01,88.0980659964588
2010-10-01,88.0156732962069
2011-01-01,88.7419226545188
2011-04-01,91.7941738255173
2011-07-01,92.8934139270874
2011-10-01,93.1171135334257
2012-01-01,94.1337636490872
2012-04-01,95.6195589015321
2012-07-01,96.8384945749343
2012-10-01,97.513530075647
2013-01-01,98.1075500391316
2013-04-01,99.1164761913764
2013-07-01,99.3137628370252
2013-10-01,99.7117667278686
2014-01-01,100.303554389492
2014-04-01,100.895876228423
2014-07-01,101.115959423534
2014-10-01,101.566357823807
2015-01-01,99.8188809603871
2015-04-01,99.7968057582026
2015-07-01,99.846401451632
2015-10-01,100.53791573784
2016-01-01,101.004706862835
2016-04-01,102.314541408105
2016-07-01,102.697907079729
2016-10-01,102.052450451435
2017-01-01,101.989520961808
2017-04-01,101.654722484087
2017-07-01,101.644816344474
2017-10-01,101.645826757299
2018-01-01,102.507869806225
2018-04-01,103.347627570789
2018-07-01,102.704744365769
2018-10-01,102.795117674747
2019-01-01,103.705329688411
2019-04-01,104.256802887526
2019-07-01,105.362774662136
2019-10-01,105.602449426272
2020-01-01,105.830973523593
2020-04-01,105.366088984914
2020-07-01,105.573490613211
2020-10-01,106.046731518423
2021-01-01,105.426564068444
2021-04-01,105.984138122154
2021-07-01,106.630741302051
2021-10-01,106.870335712614
2022-01-01,107.866862083634
2022-04-01,106.924773852666
2022-07-01,107.450956336454
2022-10-01,106.712288288092
2023-01-01,108.124686746914
2023-04-01,109.947837005134
